X,Y,Z
-19.099054866373436,1.5829102737868797,65.535
-1.0853135207865583,1.0607135560012657,4.673
-1.606445684708407,1.3131105093014679,9.282
-1.5904581588173932,1.4649333567460467,9.68
-1.5555829782366652,1.363994444521773,9.282
-1.4273047547155673,1.3051321899069077,8.687
-1.494384226155936,1.347509625957811,9.035
-1.5145629616945107,1.3657051073487192,9.157
-1.343118508383287,1.203138921151263,8.067
-1.343118508383287,1.194294260400946,8.067
-1.891493739299524,1.5461091096914181,10.929
-1.5747762523424407,1.3155064222795168,9.157
-2.4509113409412975,1.5843949907009411,12.785
-2.107089803564423,1.342405619573207,10.929
-2.5979468511878343,1.6794462975345448,13.552
-2.666204126040114,1.6986117040056619,13.829
-2.4980700573958585,1.6005936159445933,13.031
-2.2919831260658667,1.4601992868044913,11.888
-2.0951122444385955,1.342405619573207,10.929
-2.361769864716213,1.5267693613950408,12.32
-2.2016986117098787,1.4106989240368086,11.485
-2.4194226319818775,1.5413897081182335,12.549
-2.2919831260658667,1.4601992868044913,11.888
-2.2919831260658667,1.4601992868044913,11.888
-2.1650835107228015,1.3996211986684735,11.294
-0.6145383437845011,1.0507600073289647,5.2940000000000005
-2.041345671162971,1.288912011471516,10.588000000000001
-1.9682054546299803,1.2723491098573767,10.267
-2.6510483327240677,1.6986117040056619,13.829
-2.706258537353797,1.7339866530803334,14.117
-2.2652634274233874,1.4222099575011067,11.683
-2.5762693794551526,1.61747014510975,13.287
-2.4056696454808244,1.5551484347521403,12.549
-20.32003928711541,0.3614162464379037,65.535
-21.110088029948454,-0.5008148316907851,65.535
-21.2537332559181,-0.5726674215348425,65.535
-21.32555586890292,-0.7163726012229573,65.535
-20.679152352039523,-0.06969929262644069,65.535
-21.038265416963633,-0.4289622418467277,65.535
-20.96644280397881,-0.3571096520026703,65.535
-20.463684513085056,0.1458584769057315,65.535
-20.679152352039523,-0.06969929262644069,65.535
-20.391861900100235,0.2177110667497889,65.535
-20.32003928711541,0.2895636565938463,65.535
-20.391861900100235,0.2177110667497889,65.535
-20.391861900100235,0.2177110667497889,65.535
-20.96644280397881,-0.3571096520026703,65.535
-20.535507126069877,0.07400588706167412,65.535
-21.541023707857388,-0.9319303707551295,65.535
-21.68466893382703,-1.0756355504432442,65.535
-21.32555586890292,-0.7163726012229573,65.535
-21.541023707857388,-0.9319303707551295,65.535
-20.32003928711541,0.2895636565938463,65.535
-20.176394061145768,0.4332688362819611,65.535
-19.81728099622166,0.7925317855022481,65.535
-20.32003928711541,0.2895636565938463,65.535
-22.762008128599362,-2.081571808260048,65.535
-23.04929858053865,-2.2971295777922203,65.535
-6.641335961393167,-3.466613599685963,9.411
-6.930672667818754,-3.6176402255356326,9.821
-8.594513570954838,-4.677554730407601,12.549
-9.296296787524286,-5.03655776899682,13.552
-7.994922869612303,-4.469799613984671,11.294
-0.7221877317147485,1.1875454279360425,6.05
-8.340047713379914,-4.523459465312155,12.1
-0.7629100116825204,1.2292080681111883,6.333
-8.518688975720893,-4.673242437755999,12.32
-7.614077420360362,-4.044604771000642,10.756
-0.7220623437885146,1.198341295462734,6.105
-8.983457993797193,-4.8215284003397345,13.287
-7.255221561524541,-3.7632272675623457,11.109
-8.032616414325787,-4.186967002528466,12.32
-9.056266955323808,-4.879799880389051,13.287
-9.188785549260738,-4.78220175859012,14.117
-7.739936079589636,-4.155034371250865,11.485
-8.419865298165146,-4.429102681322275,12.785
-9.783527194051246,-1.856701985378475,19.93
-9.819738571214042,-5.3669357236027455,13.829
-11.663092066087012,-6.287168726989916,16.527
-17.375312154737706,6.900001922247127,65.535
-0.4619567273825502,2.6276529036002936,9.821
-0.4318457790916665,1.1589658276322843,5.057
-0.4769672832571389,1.045554731411385,4.84
-0.547667488913646,1.1499826036133027,5.378
-0.5094363391603235,1.0813428833158185,5.057
-0.5041141084912492,1.1231623035727767,5.173
-0.47888378785238617,1.038209925446925,4.806
-0.5038941562982766,1.0868873793384233,5.057
-0.47848449114479674,1.0660597159370448,4.91
-0.7296144444515051,1.061480594973797,5.694
-0.7741887738771754,1.06985537728642,5.8420000000000005
-0.7360226720496117,1.0110240414394323,5.554
-0.7240216696204635,1.0149125909227912,5.509
-0.8216445430121102,1.0814138845332082,6.05
-1.6797855734084028,1.2235170313437702,6.845
-1.6782493858566252,1.477964757196599,7.365
-1.8073952882619266,1.3649149282682285,7.365
-1.8442700451547975,1.2749959071694832,7.133
-0.7059090225646895,1.026992728786556,5.509
-2.0353908826841502,1.2858408566751127,7.614
-2.023122321841564,1.2329778810084526,7.446
-1.7875532843668611,1.1471177008813493,6.579
-2.2182071764053894,1.4145280749128313,8.164
-17.447134767722527,3.1636672503561423,65.535
-17.447134767722527,3.1636672503561423,65.535
-17.734425219661816,3.091814660512085,65.535
-0.4756957477030453,0.8955421099601646,4.344
-2.0006172484570746,1.3453815134900593,7.133
-0.49147240226131855,0.892614368517895,4.4
-1.9522170071141967,1.0457860438902722,6.274
-1.825571765826504,0.8831464956414343,5.554
-0.5251814636897032,0.7257509175258615,3.963
-14.477531225172973,2.508808454180053,42.351
-22.402895063675253,2.732551711291798,65.535
-3.8797685541869282,1.713864925082886,10.929
-24.41392822725027,0.4332688362819611,65.535
-6.561580792772557,1.918394823269703,15.759
-16.037015686283695,3.072336941581354,45.175000000000004
-15.933577981743428,0.5160614454575678,52.125
-8.909276685762944,2.3783248789034497,27.105
-1.5685323130219802,1.0622572512046753,4.772
-13.502831459659518,-0.1379094042419126,42.351
-8.299544403644626,-0.636020396698272,24.201
-12.824624024252016,1.0141187503044813,30.801000000000002
-13.042032107298583,0.3239894783319084,29.462
-7.002817009187819,-2.14383359181897,15.4
-0.5713152143339475,-0.08505892984002085,0.995
-0.5869765614459436,0.07712237684368428,1.116
-0.5799799333564554,-0.2362105348778943,1.105
-0.585555093368188,-0.2576654741261856,1.054
-0.6280496968330771,-0.2816642297012042,1.098
-0.6270975559685705,-0.12568259942417573,1.033
-0.6272581679145748,-0.2925368573571508,1.076
-0.6171410802301185,-0.2808589340960667,1.081
-0.5777796069950638,-0.2590043967095145,1.014
-0.5817877802776446,-0.23959863814562743,0.998
-0.6014293390128287,-0.2644165153852043,1.072
-0.5958586204324706,-0.261456629018952,1.06
-0.582760755025942,-0.2598596217553004,1.0130000000000001
-0.6342358243668679,-0.17801680930666067,1.041
-0.5989127246493822,-0.12730824104316488,0.976
-0.5888924672325871,-0.2690101453158602,1.014
-0.5935385616486234,-0.2666504291379071,1.022
-0.5955505478543527,-0.2840277573154468,0.974
-0.6181029774205944,-0.29500729784719026,1.035
-0.5501343366097681,-0.2573867428721939,0.928
-0.5435460557195687,-0.25572260444845124,0.922
-0.538650262129269,-0.2509492063679012,0.912
-0.5882552602278911,-0.08069513408150515,0.932
-0.5479764663937735,-0.25247008990160774,0.9400000000000001
-0.6112255955894723,-0.17563055815498538,0.989
-0.5696103777437451,-0.27411303067404524,0.9400000000000001
-0.5708041808238768,-0.29511345668014505,0.874
-0.5135316261178747,-0.22233219160664927,0.808
-0.5050976731616753,-0.23196724972710447,0.878
-0.5284235554127061,-0.24385599829436955,0.8300000000000001
-0.5269701374978805,-0.23499373290555164,0.932
-0.5700049309400164,-0.23494840180124424,1.077
-0.5948203697937449,-0.23987534951772843,1.052
-0.49147240226131855,0.892614368517895,4.4
-0.5028366152196518,0.8994928965523888,4.458
-0.41421554434090085,0.8980105410076711,4.157
-0.40435089702558946,0.8721750020477201,4.058
-0.3644101919204318,0.9014275761524381,4.01
-0.37766688114164276,0.89887015513421,4.058
-0.3387875513096096,0.8934054490636968,3.9170000000000003
-0.3709685500396831,0.9333828805774944,4.132
-0.37534020001090324,0.8977542946581003,4.033
-0.3581362515665046,0.8668126018841167,3.894
-0.3447554709012264,0.913513503844628,3.986
-0.36208038778074586,0.9065978590081754,4.033
-0.3344947432671659,0.8977000488106895,3.9170000000000003
-0.3321408283853472,0.9072910174412224,3.94
-0.3074116668010062,0.8703665884874763,3.744
-0.3209289679347759,0.8766641886798817,3.807
-0.3233079137118942,0.86767740229698,3.786
-0.4026676002872301,0.8971402741857166,4.132
-0.328263042064097,0.8966982796741422,3.894
-0.29923757590879,0.9118929413077893,3.85
-1.924579130329502,-0.16114934772751244,4.458
